,n0,n1,n2,n3,n0_r,n1_r,n2_r,n3_r,period,mouse_id,baseline_stability,classes
42,19,86,48,48,,47.25274725,26.37362637,26.37362637,pre,111_1,0.1927,"[2 2 3 3 2 1 1 3 1 2 3 3 2 1 1 3 3 2 1 0 1 3 1 1 0 2 1 3 3 3 1 3 0 1 1 1 1
 2 1 3 1 1 2 2 3 1 3 2 3 3 1 2 1 2 1 2 2 1 2 1 3 1 1 2 3 2 1 3 1 3 3 3 1 3
 2 2 3 3 1 2 3 2 2 1 3 1 1 2 1 2 1 2 3 1 1 1 1 3 1 2 1 2 1 3 1 2 3 1 2 2 2
 3 1 1 3 3 1 1 3 2 1 1 1 3 2 2 1 1 3 3 1 1 3 3 1 2 2 3 1 2 1 3 1 1 2 1 1 1
 1 2 1 3 3 1 1 1 2 1 3 2 1 1 2 2 2 1 1 1 1 2 3 2 2 3 1 1 1 0 0 0 1 0 1 1 1
 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 1]"
43,21,122,7,51,,67.77777778,3.888888889,28.33333333,early,111_1,0.1927,"[0 3 0 2 3 1 1 3 1 1 3 3 3 1 1 3 1 1 1 3 1 3 1 1 3 3 0 3 3 1 0 1 1 1 1 1 0
 3 1 1 1 1 1 3 3 1 1 1 3 1 1 3 0 3 1 0 1 2 3 1 1 1 3 1 3 3 1 3 2 1 3 1 2 1
 1 1 1 1 1 1 3 1 3 1 1 1 3 3 1 1 1 1 1 0 1 1 1 3 0 3 1 1 1 3 1 1 3 3 3 1 1
 1 1 1 3 1 1 1 1 1 1 1 1 3 0 0 1 3 1 2 1 3 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1
 0 3 1 1 3 1 1 1 0 1 3 0 1 1 3 1 1 1 1 1 1 3 3 1 1 1 0 1 1 1 0 3 1 1 1 1 1
 3 0 3 1 2 1 0 1 0 3 1 0 3 3 1 0]"
44,7,92,13,89,,47.42268041,6.701030928,45.87628866,late,111_1,0.1927,"[1 3 1 3 1 3 2 1 1 3 3 3 3 1 1 3 1 1 3 3 1 3 3 1 3 3 1 3 1 2 1 1 3 2 1 1 2
 1 1 3 3 1 3 3 3 1 3 1 3 3 3 3 1 1 1 2 3 1 3 1 3 3 1 3 3 1 1 3 3 1 3 1 3 1
 3 3 1 1 1 3 3 1 3 1 3 1 1 3 1 1 3 3 1 1 1 1 1 3 3 3 1 1 3 3 3 3 3 3 3 3 1
 3 2 3 3 3 1 1 1 3 2 1 3 3 1 3 1 3 3 1 1 1 3 3 1 3 3 1 3 1 1 1 1 1 1 1 3 1
 1 1 1 2 3 0 1 2 0 2 3 3 1 1 3 0 3 1 3 1 1 3 3 3 3 1 2 1 3 1 0 3 1 1 1 1 1
 2 2 3 1 3 1 0 1 1 3 3 0 3 1 1 0]"
45,15,153,91,91,,45.67164179,27.1641791,27.1641791,pre,113_1,0.5799,"[2 1 1 0 1 3 2 2 1 1 1 1 1 1 2 3 2 2 2 1 1 1 2 2 2 1 2 3 1 1 3 3 2 1 1 1 1
 3 0 3 1 1 3 2 3 2 1 1 3 1 1 2 1 2 3 1 1 1 1 1 1 1 3 3 1 1 1 2 2 1 3 2 2 3
 2 1 3 2 2 1 3 1 3 3 3 2 3 3 3 1 2 2 2 1 3 2 2 2 2 2 2 2 3 1 2 3 1 3 1 2 2
 1 1 1 1 3 1 2 1 1 1 2 1 2 3 2 1 1 1 2 1 1 2 1 1 0 1 1 3 1 3 3 2 1 3 1 1 3
 2 2 1 3 1 1 1 1 1 1 3 3 3 3 1 2 1 1 2 1 1 1 1 3 1 2 3 1 2 2 3 3 3 1 3 3 3
 2 3 1 3 1 1 3 1 1 3 2 3 1 1 1 3 1 3 1 3 2 2 3 2 3 1 2 1 2 2 2 1 1 1 2 1 1
 2 2 1 3 1 1 1 3 3 3 2 2 2 2 3 3 1 1 3 3 2 3 0 3 2 2 3 2 1 2 1 1 1 2 1 1 3
 2 3 3 3 1 3 1 1 3 2 1 3 1 1 2 1 3 1 1 2 2 3 3 1 1 1 1 1 3 1 1 3 2 3 2 2 3
 3 3 1 1 1 1 3 2 1 3 1 0 3 2 1 2 2 1 3 1 3 1 1 2 1 1 3 2 1 2 2 2 2 1 3 1 1
 1 1 0 0 0 0 1 0 0 1 0 0 1 0 1 1 0]"
46,89,229,18,14,,87.7394636,6.896551724,5.363984674,early,113_1,0.5799,"[2 0 1 1 0 1 3 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 2 0 0 1 1 1 1
 1 1 2 1 1 1 1 2 1 1 1 1 1 1 1 0 1 1 0 1 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1
 1 0 1 1 1 0 1 1 1 1 3 1 3 1 1 1 1 0 1 1 0 1 1 2 0 1 1 1 3 0 1 1 1 0 1 1 1
 1 2 1 0 1 1 1 0 1 1 1 3 1 1 3 1 1 1 2 0 1 1 1 1 1 1 0 1 1 0 1 0 1 1 1 1 1
 0 3 1 1 0 1 0 1 0 1 1 2 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 2 1 1 1 1 1 1
 3 1 0 2 0 0 0 0 1 1 1 3 1 1 1 1 0 1 1 1 1 1 0 1 1 0 2 0 0 1 1 1 1 0 0 1 1
 1 0 0 1 0 2 1 1 1 1 3 3 1 1 1 0 1 1 1 0 1 0 0 1 1 0 1 1 1 0 1 0 1 1 0 0 1
 0 1 3 2 1 0 0 1 3 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 0 1 2 0 1 1 1 1 0 1 0
 1 1 0 1 0 1 2 0 1 2 1 0 0 1 1 0 1 0 1 1 2 2 1 1 0 0 1 1 1 3 1 1 0 1 1 0 1
 0 1 0 1 1 0 0 0 0 1 0 1 0 0 0 0 0]"
47,34,183,100,33,,57.91139241,31.64556962,10.44303797,late,113_1,0.5799,"[2 1 2 1 1 1 3 1 1 1 1 2 2 1 1 1 2 2 1 1 1 2 2 1 1 1 1 2 1 2 2 1 2 2 1 1 1
 3 1 2 3 2 2 1 3 1 1 1 2 1 1 1 1 1 2 0 1 0 0 0 0 0 2 2 1 1 1 1 2 1 1 1 2 1
 1 1 2 1 1 1 2 2 3 2 3 1 3 2 1 1 1 1 2 1 3 1 2 1 1 2 1 1 3 0 2 2 2 2 1 1 1
 1 2 1 1 1 1 1 1 2 1 2 1 2 2 2 2 1 1 2 3 1 2 2 1 1 1 2 2 1 2 3 3 1 2 1 1 2
 1 2 2 2 1 1 1 1 1 1 1 3 1 1 2 1 2 1 1 1 1 1 0 2 1 1 1 0 3 1 3 3 1 1 3 1 3
 3 1 1 3 1 1 3 1 1 3 2 3 2 2 2 1 1 1 1 1 1 1 3 2 2 0 2 0 0 2 1 1 1 1 1 2 1
 1 0 2 2 1 2 2 0 1 1 3 1 2 2 2 1 1 2 2 0 1 1 1 2 1 1 2 1 1 0 1 1 2 2 0 0 1
 1 2 3 3 1 0 1 2 1 1 1 2 1 0 1 2 3 0 1 3 2 2 2 1 1 1 1 1 2 1 2 2 1 1 0 3 2
 1 2 0 2 2 1 3 0 1 2 1 0 2 1 2 2 1 1 1 1 3 2 1 1 1 1 1 1 1 1 2 1 0 1 3 1 1
 0 1 2 1 2 1 0 1 0 2 1 1 0 0 0 0 0]"
48,21,153,67,66,,53.4965035,23.42657343,23.07692308,pre,114_1,0.438,"[1 1 3 1 1 1 1 3 2 2 1 1 3 1 3 1 1 1 2 1 1 3 3 1 3 2 0 1 1 1 3 3 0 1 2 2 1
 3 1 1 3 2 2 3 3 1 1 1 2 3 1 2 1 1 3 3 2 3 3 1 2 2 3 1 1 3 2 2 3 1 3 3 3 3
 2 3 0 3 3 3 2 3 2 3 2 2 2 2 3 2 2 2 3 2 1 1 1 3 2 3 1 2 1 2 1 1 1 3 3 1 0
 1 1 3 1 1 3 1 2 1 2 1 1 1 1 2 2 1 1 3 2 1 2 1 1 2 1 3 3 3 3 1 3 1 0 2 1 1
 1 1 1 1 1 3 1 3 1 1 2 2 1 2 3 0 1 3 3 1 1 2 2 1 3 3 2 1 3 3 1 2 1 1 3 3 1
 2 1 1 2 3 1 2 2 1 2 0 1 1 1 1 1 2 1 1 1 1 2 1 3 2 3 1 3 1 1 0 2 1 2 1 2 1
 3 1 2 2 1 1 2 2 1 1 0 1 2 3 1 0 1 1 2 1 1 1 1 3 2 2 1 1 1 2 1 1 1 0 1 1 1
 1 1 1 1 1 1 1 3 1 1 1 3 2 2 1 1 1 1 3 1 2 1 1 1 1 1 1 0 1 0 1 0 1 0 1 1 0
 1 1 1 0 1 0 1 1 0 0 0]"
49,19,213,33,42,,73.95833333,11.45833333,14.58333333,early,114_1,0.438,"[1 1 1 3 3 3 1 1 1 1 0 2 1 3 2 1 1 1 1 1 1 3 2 1 1 0 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 3 2 3 3 1 1 1 2 1 1 1 1 1 1 3 2 1 1 2 1 2 2 3 1 1 1 1 2 3 1 1 3 3 0
 1 3 1 1 1 1 2 2 3 3 2 1 2 2 1 1 2 3 2 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 3 1 1
 1 1 3 1 1 1 1 1 1 3 1 1 1 3 3 1 2 1 1 1 1 1 1 1 1 1 1 3 2 0 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 0 3 1 3 1 0 1 1 1 2 1 2 1 1 1 1 2 3 1 1 1 1 1 1 1 1 1 1 0
 1 1 2 2 1 1 0 3 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 0 1 1 0 2 1 3 1 1 1 1 2 1
 2 1 1 1 1 1 1 1 1 1 1 1 1 3 1 1 1 1 3 1 1 1 1 3 0 2 1 3 0 0 2 1 1 1 1 1 1
 1 1 1 1 0 3 1 1 1 1 1 0 1 3 0 1 1 1 2 1 1 3 2 1 1 3 1 3 1 2 0 1 1 3 0 1 3
 1 1 1 3 1 1 0 1 1 3 1]"
50,12,151,63,81,,51.18644068,21.3559322,27.45762712,late,114_1,0.438,"[1 1 1 1 1 1 1 1 1 3 1 2 1 2 3 1 1 1 3 0 1 3 3 1 1 2 1 0 3 1 3 1 3 0 1 1 2
 3 2 3 2 2 3 3 1 1 1 2 1 2 1 2 2 1 3 3 2 1 2 3 3 1 2 1 2 1 3 2 3 1 3 2 3 1
 3 3 3 1 3 3 2 2 2 3 3 1 3 2 2 1 1 1 3 1 1 2 0 3 1 3 1 1 1 1 1 3 2 3 3 1 3
 1 1 1 1 0 3 1 1 1 3 1 2 1 3 3 3 1 2 3 2 3 1 1 2 2 1 1 2 2 1 1 3 1 1 3 1 1
 2 1 1 1 1 3 1 1 2 3 1 3 3 2 2 1 1 2 2 1 3 1 1 2 3 3 1 1 3 1 1 1 1 1 3 1 0
 1 1 2 3 2 1 2 2 2 3 2 2 1 1 0 1 3 1 2 1 1 3 1 3 1 3 3 1 3 1 0 1 3 1 1 2 1
 3 3 1 1 1 1 2 2 1 1 1 3 1 3 1 0 1 1 2 1 2 1 1 3 3 1 3 1 1 1 3 3 1 1 1 1 1
 3 3 2 1 1 2 1 1 2 1 1 3 1 1 1 2 3 1 3 1 2 1 2 2 1 1 3 1 1 2 3 1 0 3 1 2 0
 0 1 1 1 3 1 3 2 2 2 1]"
51,45,225,31,30,,78.67132867,10.83916084,10.48951049,pre,115_1,0.0249,"[1 1 1 1 1 3 3 1 1 1 1 1 2 1 2 1 1 1 1 1 1 3 1 1 1 2 1 1 1 1 3 1 1 1 1 1 2
 3 1 1 1 1 1 2 1 1 2 1 2 1 1 1 3 1 1 1 1 1 1 1 1 1 2 2 1 1 3 1 1 1 2 3 1 1
 3 2 1 3 1 1 1 1 1 2 1 1 1 1 3 1 1 2 2 1 1 1 1 3 3 3 1 2 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1 3 2 1 2 1 1 1 3 1 1 2 1 2 3 3 1 3 3 1 1 1 1
 1 1 2 3 1 1 1 1 1 1 1 1 1 3 3 1 1 3 1 2 1 1 1 2 3 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 3 1 1 1 1 1 1 1 2 1 1 1 1 2 1 1 1 1 1 1 1 1 2 3 2 1 1 1 1 2 1 3 3
 1 0 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1
 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
52,3,286,5,37,,87.19512195,1.524390244,11.2804878,early,115_1,0.0249,"[1 1 1 1 3 3 0 1 1 1 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 3 3 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 3 1
 1 1 1 3 1 1 1 3 1 1 1 3 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1 1 3 2
 1 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 3 1 1 3 1 2 1 1 1 1 1 3 1 1 1 1 1 1 1
 1 1 1 1 3 1 1 1 1 1 1 1 1 1 3 1 1 3 1 3 1 1 1 1 3 1 1 1 1 1 1 3 1 1 1 1 1
 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 3 1 1 3 1 1 1 1 3 1 3 1 1 1 1 2 1
 1 3 1 1 1 1 1 1 1 1 3 1 1 1 3 1 1 3 1 3 1 1 1 1 1 1 1 1 1 3 1 1 1 1 1 3 1
 1 1 1 1 1 0 1 3 1 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]"
53,16,211,15,89,,66.98412698,4.761904762,28.25396825,late,115_1,0.0249,"[3 1 1 1 3 3 3 1 1 1 1 1 3 3 0 1 2 1 1 1 1 3 1 2 1 1 1 1 1 1 1 3 1 1 1 1 1
 1 1 3 1 1 1 3 1 1 3 3 3 1 2 3 3 1 1 1 1 1 1 3 2 1 3 1 1 1 1 3 1 1 2 1 3 1
 3 1 3 1 1 1 1 1 1 1 3 3 3 1 1 1 3 3 1 2 1 1 1 2 3 2 1 3 1 1 1 1 3 1 1 3 1
 1 3 1 1 1 3 0 1 1 1 1 1 3 3 1 3 3 3 2 3 1 3 3 1 1 3 1 1 3 3 3 1 3 1 1 1 3
 1 1 1 1 2 1 1 3 0 3 1 1 0 3 3 1 1 1 1 3 1 1 1 1 3 1 3 1 1 1 1 3 1 3 1 1 1
 1 1 1 1 3 1 3 3 3 1 3 3 3 1 1 1 1 1 1 1 3 3 3 3 1 3 1 3 3 0 3 1 1 3 1 2 3
 1 1 1 1 1 3 2 2 1 3 1 1 1 3 1 1 1 3 1 3 1 1 3 1 1 1 1 3 3 1 1 1 0 3 1 3 1
 1 1 1 0 1 1 1 3 1 1 3 1 1 1 3 1 1 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 2 1 1 1 1
 0 0 1 0 1 1 3 3 1 1 0 0 1 1 1 1 1 1 3 1 1 2 1 1 1 1 0 1 0 0 1 1 0 1 1]"
54,27,112,85,85,,39.71631206,30.14184397,30.14184397,pre,116_1,0.3229,"[1 3 1 1 1 1 1 3 0 1 3 2 3 2 2 1 3 2 3 1 3 2 1 2 3 3 2 2 2 3 2 3 1 1 2 3 2
 1 1 3 1 1 3 1 1 3 3 0 3 1 2 2 1 3 2 3 1 3 3 1 3 3 3 3 2 1 2 3 3 1 2 2 2 1
 3 2 2 2 2 0 2 3 1 3 1 2 3 2 1 2 3 3 2 1 1 1 1 1 1 1 1 2 1 1 1 3 2 1 3 3 2
 1 3 2 2 1 1 3 2 1 1 1 2 2 2 2 2 1 2 3 2 1 3 3 3 3 1 3 1 1 3 1 3 2 3 1 1 3
 2 2 3 3 3 3 1 2 1 2 3 1 1 1 2 1 3 3 3 3 1 1 3 3 1 2 2 1 2 3 1 2 1 2 1 1 3
 2 1 1 3 3 2 1 3 2 1 0 3 2 2 1 3 2 1 2 3 1 2 1 2 1 2 1 1 1 2 3 1 3 2 1 3 1
 1 1 3 1 2 1 3 1 1 1 2 1 1 2 1 1 3 2 3 3 3 3 1 1 1 2 3 2 2 1 3 1 2 1 1 2 1
 2 1 3 2 1 2 2 3 3 2 2 3 3 2 1 1 2 3 2 2 1 2 0 0 0 1 1 0 0 1 1 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 1 0]"
55,27,209,17,56,,74.11347518,6.028368794,19.85815603,early,116_1,0.3229,"[1 1 1 1 1 1 1 1 1 1 0 1 1 3 1 0 3 1 3 1 0 1 1 1 1 3 1 1 1 3 2 2 1 1 1 1 3
 2 1 1 1 1 1 1 3 0 3 1 1 1 3 1 1 1 3 1 1 3 2 1 1 1 3 1 1 3 1 0 1 2 1 1 1 1
 1 1 1 1 2 1 1 3 1 1 1 1 2 1 1 1 1 1 3 1 1 1 1 1 2 1 1 3 0 1 1 3 1 1 1 0 1
 1 1 3 1 1 1 3 1 3 1 2 1 0 1 2 1 0 1 1 1 0 3 3 3 1 1 1 1 1 3 1 3 3 3 1 1 3
 1 1 3 3 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1 3 1 1 1 1 1 1 1
 1 1 2 3 3 1 1 1 1 1 1 1 1 1 1 1 3 1 1 2 1 0 1 1 1 3 3 1 1 1 3 1 1 2 1 3 1
 1 1 3 1 1 1 1 1 3 1 1 3 1 3 1 1 1 1 3 3 3 0 1 1 1 3 3 1 1 1 2 1 2 1 1 3 1
 1 1 3 1 0 2 3 2 3 0 0 1 1 1 1 1 1 3 1 1 1 3 1 1 1 1 1 3 1 1 1 1 1 1 0 0 0
 1 0 0 1 0 0 0 1 1 0 0 0 0]"
56,13,161,48,87,,54.39189189,16.21621622,29.39189189,late,116_1,0.3229,"[1 2 1 1 1 1 1 1 1 1 1 1 2 3 1 1 1 1 3 1 3 1 1 2 1 3 2 3 1 1 3 1 1 1 3 0 1
 1 1 2 1 1 3 1 1 1 2 3 2 1 3 3 1 3 1 3 1 3 3 3 2 3 1 3 1 1 2 2 3 2 3 1 2 1
 1 1 3 2 2 1 1 3 1 1 1 2 3 1 1 1 2 1 3 1 1 1 1 3 3 1 1 3 1 1 1 3 1 1 3 3 1
 3 1 2 1 1 1 3 1 2 1 1 3 1 3 1 2 2 1 1 3 2 3 3 3 1 3 3 1 3 2 3 3 2 3 1 2 3
 1 3 3 1 3 3 1 2 1 1 3 1 1 1 1 1 2 1 3 3 1 1 1 1 1 3 2 1 1 3 1 1 3 3 3 1 1
 2 1 2 2 3 1 2 2 1 2 1 3 2 3 1 1 2 2 1 1 1 1 2 3 2 3 3 1 1 1 3 1 1 1 1 3 1
 1 1 3 1 2 3 2 2 3 1 2 1 1 1 0 2 3 2 1 3 3 1 1 1 3 3 3 2 1 1 1 1 3 1 1 2 1
 1 3 3 1 1 1 3 1 3 0 3 0 1 3 1 1 3 3 1 2 1 3 1 1 1 3 1 3 0 3 1 1 0 1 0 1 0
 0 0 1 1 1 2 1 0 1 0 0 1 1]"
57,45,314,21,21,,88.20224719,5.898876404,5.898876404,pre,122_1,0.4729,"[1 1 2 1 1 1 1 1 1 1 1 1 1 3 1 1 1 1 2 1 1 1 1 2 1 1 1 1 1 1 3 1 1 1 3 2 1
 2 2 2 2 1 1 1 1 1 3 1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1 1 1 1 1 3 1 1
 1 1 1 1 1 1 1 2 1 2 3 1 1 1 1 1 1 1 1 1 2 1 1 3 1 1 1 1 3 1 2 3 1 3 1 1 1
 1 1 0 1 2 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 0 1 1 1 1 2 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 3 3 1 2 1 1 1 1 1 3
 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 3 1 1 3 1 1 1 1
 2 1 1 1 1 0 1 1 1 3 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
58,3,384,7,7,,96.48241206,1.75879397,1.75879397,early,122_1,0.4729,"[1 1 1 1 1 1 1 1 1 2 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1
 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1
 3 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 3 1 1 1 1 1 1 1 1 1 3 1 2 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]"
59,26,314,40,21,,83.73333333,10.66666667,5.6,late,122_1,0.4729,"[1 1 2 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 2 1 1 1 2 1
 2 1 1 1 1 2 1 1 1 1 1 2 1 1 3 1 1 1 0 1 1 3 1 1 1 2 1 1 1 1 1 1 3 1 1 1 1
 3 1 1 1 1 1 1 1 1 1 1 1 1 1 2 3 1 1 1 1 1 1 2 1 2 2 1 1 1 1 2 2 2 1 1 1 1
 1 1 3 1 2 1 2 1 1 1 3 1 1 1 1 2 1 1 1 2 1 1 1 0 1 1 2 1 2 2 1 1 2 1 1 1 1
 3 1 1 1 2 1 3 1 1 3 1 2 1 1 1 1 1 2 1 1 1 2 1 1 1 1 1 0 1 1 2 1 1 1 2 3 1
 1 3 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 1 2 1 1
 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 0 2 3 1 1 1 1 1 0 1 1 1 1 0 3 1 1 1 1 1 3 3
 1 1 1 1 1 1 1 1 1 1 2 3 1 1 1 1 1 1 0 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 2 1 1 1 1 3 1 1 2 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 3 1 3 1 1 1 1 1 1 1
 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 3 0 1 1 1 1 0 1 0 0 1
 1 1 1 1 0 1 1 1 1 1 1 0 1 1 0 1 0 1 0 1 1 1 1 1 0 0 0 1 1 1 0]"
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
